adwaita-icon-theme-40.0-1
kitemviews-5.81.0-1
kjobwidgets-5.81.0-1
kmenuedit-5.21.4-1
knewstuff-5.81.0-1
knotifications-5.81.0-1
knotifyconfig-5.81.0-1
kpackage-5.81.0-1
kparts-5.81.0-1
kpeople-5.81.0-1
kpty-5.81.0-1
kquickcharts-5.81.0-1
krb5-1.19.1-1
krunner-5.81.0-1
kscreen-5.21.4-1
kscreenlocker-5.21.4-1
kservice-5.81.0-1
ksshaskpass-5.21.4-1
ksysguard-5.21.4-1
ktexteditor-5.81.0-1
ktextwidgets-5.81.0-1
kunitconversion-5.81.0-1
kwallet-5.81.0-1
kwallet-pam-5.21.4-1
kwayland-5.81.0-1
kwayland-integration-5.21.4-1
kwayland-server-5.21.4-1
kwidgetsaddons-5.81.0-1
kwin-5.21.4-1
kwindowsystem-5.81.0-1
kwrited-5.21.4-1
kxmlgui-5.81.0-1
ldb-1:2.3.0-1
less-1:581-1
libassuan-2.5.5-1
libavif-0.9.0-2
libbluray-1.3.0-1
libcdr-0.1.7-2
libcmis-0.5.2-7
libcups-1:2.3.3op2-3
libcurl-gnutls-7.76.1-1
libdrm-2.4.105-1
libdvdnav-6.1.1-1
libe-book-0.1.3-9
libftdi-1.5-2
libgcrypt-1.9.3-1
libglvnd-1.3.2-2
libheif-1.11.0-3
libical-3.0.10-1
libinput-1.17.1-1
libjpeg-turbo-2.1.0-1
libkscreen-5.21.4-1
libksysguard-5.21.4-1
libldap-2.4.58-1
libluv-1.41.0-1
libmm-glib-1.16.4-1
libmspub-0.1.4-10
libmwaw-0.3.18-1
libnm-1.30.4-1
libnsl-1.3.0-2
libpulse-14.2-3
libqalculate-3.18.0-2
libqxp-0.0.2-6
libreoffice-fresh-7.1.2-3
librsvg-2:2.50.4-1
libssh2-1.9.0-3
libsynctex-2020.54586-13
libteam-1.31-3
libtiff-4.3.0-1
libupnp-1.14.6-1
libva-2.11.0-1
libvisio-0.1.7-5
libvpx-1.10.0-1
libxaw-1.0.14-1
libxcrypt-4.4.19-1
libxdg-basedir-1.2.3-1
libxkbcommon-1.2.1-1
libxkbcommon-x11-1.2.1-1
libxml2-2.9.10-9
libxres-1.2.1-1
libzmf-0.0.2-10
linux-5.11.16.arch1-1
linux-headers-5.11.16.arch1-1
lrzip-0.641-1
lua-5.4.3-1
m17n-lib-1.8.0-9
mesa-21.0.3-2
meson-0.57.2-1
milou-5.21.4-1
mlt-6.26.1-1
modemmanager-1.16.4-1
modemmanager-qt-5.81.0-1
networkmanager-1.30.4-1
networkmanager-qt-5.81.0-1
nodejs-15.14.0-2
noto-fonts-20201226-2
noto-fonts-extra-20201226-2
nss-3.64-1
nvidia-465.24.02-4
nvidia-utils-465.24.02-2
openssh-8.6p1-1
openssl-1.1.1.k-1
oxygen-5.21.4-1
p7zip-1:17.04-1
pacman-5.2.2-3
pacman-mirrorlist-20210405-1
pahole-1.21-1
pango-1:1.48.4-1
perl-algorithm-diff-1:1.201-1
perl-file-which-1.24-1
pinentry-1.1.1-1
pipewire-1:0.3.26-1
plasma-browser-integration-5.21.4-1
plasma-desktop-5.21.4-1
plasma-disks-5.21.4-1
plasma-framework-5.81.0-1
plasma-integration-5.21.4-1
plasma-nm-5.21.4-1
plasma-pa-5.21.4-1
plasma-sdk-5.21.4-1
plasma-thunderbolt-5.21.4-1
plasma-vault-5.21.4-1
plasma-workspace-5.21.4-1
plasma-workspace-wallpapers-5.21.4-1
polkit-kde-agent-5.21.4-1
poppler-21.04.0-2
poppler-glib-21.04.0-2
poppler-qt5-21.04.0-2
postgresql-13.2-2
postgresql-libs-13.2-2
powerdevil-5.21.4-1
prison-5.81.0-1
protobuf-3.15.8-1
pulseaudio-14.2-3
pulseaudio-bluetooth-14.2-3
pulseaudio-equalizer-14.2-3
purpose-5.81.0-1
python-3.9.3-1
python-chardet-4.0.0-1
python-cryptography-3.4.7-1
python-dateutil-2.8.1-6
python-decorator-4.4.2-4
python-defusedxml-0.7.1-2
python-gobject-3.40.1-1
python-greenlet-1.0.0-2
python-httplib2-0.19.1-1
python-idna-3.1-1
python-importlib-metadata-4.0.1-1
python-ipykernel-5.5.0-1
python-jupyter_client-6.1.12-1
python-jupyter_core-4.7.1-1
python-lxml-4.6.3-1
python-mistune-0.8.4-6
python-mock-3.0.5-6
python-monotonic-1.6-1
python-nest_asyncio-1.5.1-1
python-pickleshare-0.7.5-6
python-prompt_toolkit-3.0.18-1
python-protobuf-3.15.8-1
python-pyasn1-modules-0.2.8-4
python-pyzmq-22.0.3-1
python-setuptools-1:56.0.0-1
python-sphinx-3.5.4-2
python-sphinxcontrib-applehelp-1.0.2-6
python-sphinxcontrib-devhelp-1.0.2-6
python-sphinxcontrib-htmlhelp-1.0.3-6
python-sphinxcontrib-jsmath-1.0.1-9
python-sphinxcontrib-qthelp-1.0.3-6
python-sphinxcontrib-serializinghtml-1.1.4-6
python-terminado-0.9.4-1
python-tqdm-4.60.0-1
python-urllib3-1.26.4-1
python-yaml-5.4.1.1-2
qca-2.3.2-2
qqc2-desktop-style-5.81.0-1
qt5-base-5.15.2+kde+r180-1
qt5-declarative-5.15.2+kde+r24-1
qt5-location-5.15.2-3
qt5-networkauth-5.15.2-1
qt5-svg-5.15.2+kde+r7-1
qt5-tools-5.15.2+kde+r17-1
qt5-wayland-5.15.2+kde+r19-1
qt5-webengine-5.15.3-4
qt5-webkit-5.212.0alpha4-10
qutebrowser-2.2.0-1
raptor-2.0.15-16
rav1e-0.4.1-1
re2-1:20210401-1
reflector-2021.4-1
run-parts-4.11.2-1
sddm-0.19.0-5
sddm-kcm-5.21.4-1
shellcheck-0.7.2-4
signon-kwallet-extension-21.04.0-1
smbclient-4.14.3-1
socat-1.7.4.1-1
solid-5.81.0-1
sonnet-5.81.0-1
sqlite-3.35.5-1
stack-2.5.1-190
syncthing-1.15.1-1
syntax-highlighting-5.81.0-1
systemd-248-5
systemd-libs-248-5
systemd-sysvcompat-248-5
systemsettings-5.21.4-1
texlive-bin-2020.54586-13
texlive-core-2020.57066-2
threadweaver-5.81.0-1
tracker3-3.1.1-2
ttf-croscore-20201226-2
ttf-inconsolata-1:3.000-3
ttf-ubuntu-font-family-0.83-7
unrar-1:6.0.5-1
vim-8.2.2803-1
vim-runtime-8.2.2803-1
virtualbox-6.1.20-1
virtualbox-host-modules-arch-6.1.20-2
vlc-3.0.12-4
vulkan-icd-loader-1.2.174-2
weechat-3.1-2
xdg-desktop-portal-kde-5.21.4-1
xf86-input-libinput-1.0.1-1
xfsprogs-5.11.0-2
xmlsec-1.2.32-1
xmobar-0.36-164
xmonad-0.15-124
xmonad-contrib-0.16-104
xmonad-utils-0.1.3.3-129
xorg-server-1.20.11-1
xorg-server-common-1.20.11-1
xorg-server-devel-1.20.11-1
xorg-server-xephyr-1.20.11-1
xorg-server-xnest-1.20.11-1
xorg-server-xvfb-1.20.11-1
xorg-xwayland-21.1.1-1
xterm-367-1
youtube-dl-2021.04.17-1
zeromq-4.3.4-1
